source,target,value
Pierre Barbier de Reuille,include/petscts.h,0.82
Pierre Barbier de Reuille,src/ts/adapt/interface/tsadapt.c,2.13
Pierre Barbier de Reuille,src/ts/impls/arkimex/arkimex.c,0.83
Pierre Barbier de Reuille,src/ts/impls/eimex/eimex.c,0.83
Pierre Barbier de Reuille,src/ts/impls/explicit/rk/rk.c,0.79
Pierre Barbier de Reuille,src/ts/impls/implicit/theta/theta.c,0.75
Pierre Barbier de Reuille,src/ts/impls/rosw/rosw.c,0.83
Pierre Barbier de Reuille,src/ts/impls/implicit/alpha/alpha.c,0.93
Pierre Barbier de Reuille,src/ts/impls/pseudo/posindep.c,0.9
Pierre Barbier de Reuille,src/ts/examples/tutorials/makefile,1.75
unknown,src/ksp/ksp/impls/fcg/fcg.c,0.95
unknown,src/ksp/ksp/impls/cg/cgeig.c,1.2
unknown,docs/website/index.html,1.82
franklin5,src/mat/impls/normal/makefile,0.87
Eike Mueller,src/ksp/ksp/examples/tutorials/makefile,1.6
Tom Klotz,src/dm/dt/examples/tests/makefile,2.5
Asbjørn Nilsen Riseth,src/snes/examples/tutorials/makefile,0.65
Asbjørn Nilsen Riseth,src/snes/impls/ngmres/anderson.c,0.96
Asbjørn Nilsen Riseth,src/snes/impls/ngmres/ngmresfunc.c,0.98
Dmitry Karpeyev,include/petsc-private/snesimpl.h,0.38
Dmitry Karpeyev,include/petscsnes.h,0.97
Dmitry Karpeyev,src/snes/interface/snes.c,0.34
Dmitry Karpeyev,src/snes/impls/makefile,0.97
Håkon Strandenes,src/dm/examples/tutorials/makefile,1.78
Håkon Strandenes,src/sys/classes/viewer/impls/hdf5/hdf5v.c,2.46
Håkon Strandenes,src/dm/examples/tutorials/ex9.c,3.53
Andrew Spott,src/mat/examples/tests/makefile,3.46
Andrew Spott,src/mat/impls/transpose/makefile,0.87
dmay,src/dm/examples/tutorials/makefile,2.7
dmay,src/sys/classes/viewer/examples/tutorials/ex3.c,0.85
Surtai Han,saws/js/PETSc.js,3.0
Surtai Han,saws/js/treeInterface.js,0.13
Surtai Han,saws/js/lists.js,10.35
Surtai Han,src/snes/examples/tutorials/ex19.c,1.9
Surtai Han,saws/js/finalTex.js,21.57
Vasiliy Kozyrev,config/configure.py,1.98
Vasiliy Kozyrev,config/BuildSystem/config/packages/BlasLapack.py,3.66
Vasiliy Kozyrev,src/mat/impls/aij/mpi/makefile,0.95
Vasiliy Kozyrev,src/mat/impls/aij/seq/mkl_pardiso/mkl_pardiso.c,1.89
Rémi Lacroix,src/mat/examples/tests/ex151.c,1.0
Rémi Lacroix,src/mat/examples/tests/output/ex151_1.out,1.52
Rémi Lacroix,src/mat/examples/tests/output/ex151_2.out,2.0
Rémi Lacroix,src/mat/examples/tests/output/ex151_2b.out,2.0
Rémi Lacroix,src/mat/examples/tests/output/ex151_3.out,2.57
Rémi Lacroix,src/mat/examples/tests/makefile,2.56
Geoffrey Irving,include/petsc-private/dmpleximpl.h,0.97
Geoffrey Irving,include/petscdmplex.h,0.9
Geoffrey Irving,include/petscfe.h,1.73
Geoffrey Irving,src/dm/dt/interface/dtfe.c,1.78
Geoffrey Irving,src/dm/impls/plex/plexfem.c,12.02
Geoffrey Irving,src/dm/impls/plex/examples/tests/ex3.c,16.08
Geoffrey Irving,include/petscdmda.h,0.9
Geoffrey Irving,src/dm/impls/da/dalocal.c,5.52
Geoffrey Irving,src/snes/examples/tutorials/ex31.c,17.55
Geoffrey Irving,src/snes/examples/tutorials/ex52.c,5.41
Geoffrey Irving,src/tao/bound/impls/blmvm/blmvm.c,0.94
Geoffrey Irving,src/tao/bound/impls/bqpip/bqpip.c,0.94
Geoffrey Irving,src/tao/bound/impls/gpcg/gpcg.c,0.94
Geoffrey Irving,src/tao/bound/impls/tron/tron.c,0.94
Geoffrey Irving,src/tao/complementarity/impls/asls/asfls.c,0.94
Geoffrey Irving,src/tao/complementarity/impls/asls/asils.c,0.94
Geoffrey Irving,src/tao/complementarity/impls/ssls/ssfls.c,0.94
Geoffrey Irving,src/tao/complementarity/impls/ssls/ssils.c,0.94
Geoffrey Irving,src/tao/constrained/impls/ipm/ipm.c,0.94
Geoffrey Irving,src/tao/interface/fdtest.c,0.94
Geoffrey Irving,src/tao/leastsquares/impls/pounders/pounders.c,0.94
Geoffrey Irving,src/tao/leastsquares/impls/poundersb/poundersb.c,0.94
Geoffrey Irving,src/tao/linesearch/impls/armijo/armijo.c,0.94
Geoffrey Irving,src/tao/linesearch/impls/gpcglinesearch/gpcglinesearch.c,0.94
Geoffrey Irving,src/tao/linesearch/impls/morethuente/morethuente.c,0.94
Geoffrey Irving,src/tao/linesearch/impls/owarmijo/owarmijo.c,0.94
Geoffrey Irving,src/tao/matrix/adamat.c,0.94
Geoffrey Irving,src/tao/matrix/submatfree.c,0.94
Geoffrey Irving,src/tao/pde_constrained/impls/lcl/lcl.c,0.94
Geoffrey Irving,src/tao/pde_constrained/impls/sqpcon/sqpcon.c,0.94
Geoffrey Irving,src/tao/unconstrained/impls/bmrm/bmrm.c,0.94
Geoffrey Irving,src/tao/unconstrained/impls/cg/cg.c,0.94
Geoffrey Irving,src/tao/unconstrained/impls/lmvm/lmvm.c,0.94
Geoffrey Irving,src/tao/unconstrained/impls/neldermead/neldermead.c,0.94
Geoffrey Irving,src/tao/unconstrained/impls/nls/nls.c,0.94
Geoffrey Irving,src/tao/unconstrained/impls/ntl/ntl.c,0.94
Geoffrey Irving,src/tao/unconstrained/impls/ntr/ntr.c,0.94
Geoffrey Irving,src/tao/unconstrained/impls/owlqn/owlqn.c,0.94
Geoffrey Irving,src/tao/unconstrained/impls/pounder/pounder.c,0.94
Paul Eller,src/docs/tex/manual/developers.tex,3.64
Paul Eller,src/sys/threadcomm/impls/nothread/nothread.c,0.87
Paul Eller,src/sys/threadcomm/impls/openmp/tcopenmp.c,0.2
Paul Eller,src/sys/threadcomm/impls/pthread/tcpthread.c,17.4
Paul Eller,src/sys/threadcomm/interface/dlregisthreadcomm.c,1.31
Paul Eller,src/sys/threadcomm/interface/threadcomm.c,29.63
Paul Eller,include/petsc-private/vecimpl.h,0.69
Paul Eller,include/petsclog.h,0.94
Paul Eller,include/petscoptions.h,1.0
Paul Eller,src/sys/logging/plog.c,1.49
Paul Eller,src/sys/memory/mtr.c,21.94
Paul Eller,src/sys/objects/inherit.c,0.89
Paul Eller,src/sys/objects/options.c,0.55
Paul Eller,src/sys/objects/tagm.c,0.94
Paul Eller,src/vec/vec/utils/comb.c,15.66
Paul Eller,src/sys/objects/subcomm.c,4.19
Paul Eller,src/sys/threadcomm/examples/tutorials/ex1.c,0.85
Paul Eller,src/sys/threadcomm/examples/tutorials/ex2.c,0.82
Paul Eller,src/sys/threadcomm/examples/tutorials/ex3.c,0.91
Paul Eller,src/sys/threadcomm/examples/tutorials/ex4.c,0.86
Paul Eller,src/sys/threadcomm/examples/tutorials/ex5.c,0.8
Paul Eller,src/sys/threadcomm/examples/tutorials/makefile,0.96
Paul Eller,src/sys/threadcomm/impls/nothread/nothreadimpl.h,0.75
Paul Eller,src/sys/threadcomm/impls/openmp/tcopenmpimpl.h,0.86
Paul Eller,src/sys/threadcomm/impls/pthread/tcpthreadimpl.h,5.81
Paul Eller,src/sys/threadcomm/interface/threadcommred.c,30.44
Paul Eller,include/petsc-private/logimpl.h,0.91
Paul Eller,src/vec/vec/interface/dlregisvec.c,5.92
Paul Eller,src/vec/vec/interface/vector.c,16.28
Paul Eller,src/vec/vec/utils/vinv.c,2.44
Paul Eller,src/ksp/ksp/impls/bcgs/fbcgsr/fbcgsr.c,9.8
Paul Eller,src/ksp/ksp/impls/ibcgs/ibcgs.c,9.8
Paul Eller,src/mat/interface/matrix.c,1.93
Paul Eller,src/vec/vec/interface/rvector.c,38.74
Paul Eller,src/vec/vec/utils/vecio.c,0.97
Paul Eller,include/petscerror.h,1.0
Paul Eller,src/sys/threadcomm/interface/makefile,0.98
Paul Eller,src/mat/impls/aij/mpi/mmaij.c,1.66
Paul Eller,src/mat/impls/aij/mpi/mpiaij.c,1.64
Paul Eller,src/sys/threadcomm/impls/pthread/makefile,0.87
Paul Eller,src/sys/threadcomm/impls/pthread/tclockfree.c,10.08
Paul Eller,src/sys/threadcomm/impls/makefile,0.89
Jose David Bermeol,config/PETSc/packages/mkl-pardiso.py,0.29
Jose David Bermeol,src/mat/impls/aij/seq/makefile,0.87
Peter Brune,src/snes/impls/fas/fasfunc.c,0.16
Peter Brune,src/mat/color/utils/weights.c,0.64
Peter Brune,include/petscmat.h,1.4
Peter Brune,src/mat/impls/aij/seq/matmatmult.c,0.71
Peter Brune,src/mat/impls/aij/seq/matrart.c,0.71
Peter Brune,src/snes/impls/composite/snescomposite.c,2.95
Peter Brune,src/snes/impls/fas/fas.c,4.38
Peter Brune,src/snes/impls/nasm/aspin.c,0.5
Peter Brune,include/finclude/petscmatdef.h,0.92
Peter Brune,src/snes/examples/tutorials/makefile,0.75
Peter Brune,src/ksp/pc/impls/gamg/classical.c,10.88
Peter Brune,src/ksp/ksp/examples/tutorials/ex54.c,0.96
Peter Brune,src/dm/interface/dm.c,3.52
Peter Brune,src/snes/impls/ls/ls.c,31.73
Peter Brune,src/snes/impls/ncg/snesncg.c,0.82
Peter Brune,src/mat/color/utils/graph.c,1.56
Peter Brune,src/ksp/pc/impls/makefile,0.94
Peter Brune,src/mat/coarsen/impls/makefile,0.87
Peter Brune,src/vec/is/sf/examples/tutorials/ex1.c,1.82
Peter Brune,src/sys/objects/aoptions.c,3.79
Peter Brune,include/petscsnesfas.h,0.95
Peter Brune,src/mat/color/ftn-custom/makefile,0.58
Peter Brune,src/mat/examples/tutorials/ex16.c,0.74
Peter Brune,src/mat/matfd/fdmatrix.c,1.93
Peter Brune,src/snes/examples/tests/ex1.c,0.72
Peter Brune,src/snes/examples/tutorials/ex10d/ex10.c,0.74
Peter Brune,src/ts/examples/tests/ex4.c,0.74
Peter Brune,src/sys/examples/tests/makefile,2.64
Peter Brune,src/mat/color/makefile,0.05
Peter Brune,src/dm/dt/interface/dt.c,2.59
Peter Brune,src/dm/impls/plex/plexgeometry.c,4.82
Peter Brune,src/ksp/ksp/impls/cg/gltr/gltr.c,7.89
Peter Brune,src/ksp/ksp/impls/cg/nash/nash.c,0.86
Peter Brune,src/ksp/ksp/impls/cg/stcg/stcg.c,0.86
Peter Brune,src/ksp/ksp/impls/gmres/agmres/agmres.c,0.8
Peter Brune,src/ksp/ksp/impls/gmres/agmres/agmresorthog.c,1.66
Peter Brune,src/ksp/ksp/impls/gmres/dgmres/dgmres.c,0.69
Peter Brune,src/ksp/ksp/interface/xmon.c,3.67
Peter Brune,src/ksp/pc/impls/tfs/xxt.c,2.84
Peter Brune,src/ksp/pc/impls/tfs/xyt.c,1.9
Peter Brune,src/mat/partition/impls/scotch/scotch.c,0.92
Peter Brune,src/mat/partition/partition.c,1.27
Peter Brune,src/sys/classes/draw/impls/win32/win32draw.c,1.6
Peter Brune,src/sys/classes/draw/utils/axis.c,0.83
Peter Brune,src/sys/classes/draw/utils/hue.c,0.95
Peter Brune,src/mat/examples/tests/ex161.c,1.72
Peter Brune,src/ksp/ksp/examples/tutorials/makefile,2.57
Peter Brune,src/snes/examples/tutorials/output/ex58_1.out,1.93
Peter Brune,src/ts/examples/tutorials/makefile,0.99
Peter Brune,src/snes/impls/ms/ms.c,1.74
Victor Eijkhout,src/sys/random/interface/random.c,2.0
Victor Eijkhout,src/snes/interface/snes.c,0.82
Victor Eijkhout,python/PETSc/packages/MPE.py,0.94
Paul Mullowney,src/vec/vec/examples/tests/makefile,1.73
Paul Mullowney,src/mat/impls/aij/seq/seqcusp/aijcusp.cu,10.0
Paul Mullowney,config/PETSc/packages/txpetscgpu.py,1.62
Paul Mullowney,include/finclude/petscmat.h,0.62
Paul Mullowney,src/ksp/ksp/examples/tests/makefile,2.74
Paul Mullowney,src/ksp/pc/impls/ainvcusp/ainvcusp.cu,2.94
Paul Mullowney,src/ksp/pc/impls/factor/ilu/ilu.c,0.65
Paul Mullowney,src/ksp/pc/impls/sacusp/sacusp.cu,1.32
Paul Mullowney,src/ksp/pc/impls/sacusp/sacusppoly.cu,1.36
Paul Mullowney,src/sys/objects/init.c,0.87
Paul Mullowney,src/vec/vec/impls/seq/seqcusp/veccusp.cu,12.4
Paul Mullowney,src/vec/vec/utils/veccusp/vscatcusp.c,1.0
Paul Mullowney,conf/test,0.97
Paul Mullowney,include/petscvec.h,0.89
Paul Mullowney,src/vec/vec/impls/seq/seqcusp/cuspvecimpl.h,0.45
Paul Mullowney,src/vec/vec/utils/veccusp/makefile,0.5
Paul Mullowney,src/ksp/ksp/examples/tutorials/makefile,0.68
Paul Mullowney,src/mat/impls/aij/mpi/mpiaij.c,0.97
Paul Mullowney,src/mat/impls/aij/seq/aij.c,0.96
Paul Mullowney,src/ksp/pc/impls/bjacobi/bjacobi.c,3.83
Paul Mullowney,include/petscmath.h,0.95
Paul Mullowney,src/mat/impls/aij/mpi/mpicusp/makefile,0.58
Paul Mullowney,config/PETSc/packages/cuda.py,1.45
Paul Mullowney,include/petsc-private/matimpl.h,0.94
Paul Mullowney,src/ksp/pc/impls/bicgstabcusp/bicgstabcusp.cu,1.82
Paul Mullowney,src/ksp/pc/impls/factor/factor.c,0.94
Paul Mullowney,src/mat/impls/aij/mpi/makefile,0.94
Paul Mullowney,src/mat/impls/aij/seq/makefile,0.82
Paul Mullowney,src/mat/impls/aij/seq/seqcusp/aijAssemble.cu,0.39
Paul Mullowney,src/mat/order/sorder.c,1.88
Andy R. Terrel,src/dm/mesh/examples/tutorials/bratu_quadrature.fiat,0.93
Andy R. Terrel,src/dm/mesh/examples/tutorials/grade2_quadrature.fiat,0.93
Matthew G Knepley,include/petscdmplex.h,0.91
Matthew G Knepley,src/dm/impls/plex/makefile,0.99
Matthew G Knepley,src/dm/impls/plex/plex.c,13.07
Matthew G Knepley,src/snes/examples/tutorials/ex52.c,0.97
Matthew G Knepley,src/snes/examples/tutorials/output/ex52_0.out,0.51
Matthew G Knepley,src/snes/examples/tutorials/output/ex52_1.out,0.51
Matthew G Knepley,src/snes/examples/tutorials/output/ex52_2.out,0.51
Matthew G Knepley,src/snes/examples/tutorials/output/ex52_3.out,0.51
Matthew G Knepley,src/snes/examples/tutorials/output/ex52_4.out,0.51
Matthew G Knepley,src/snes/examples/tutorials/output/ex52_5.out,0.51
Matthew G Knepley,src/snes/examples/tutorials/output/ex52_6.out,0.51
Matthew G Knepley,src/snes/examples/tutorials/output/ex52_7.out,0.51
Matthew G Knepley,src/snes/examples/tutorials/output/ex52_8.out,0.51
Matthew G Knepley,src/dm/impls/plex/plexcreate.c,1.16
Matthew G Knepley,src/dm/impls/plex/f90-custom/zplexf90.c,1.65
Matthew G Knepley,src/ts/examples/tutorials/ex11.c,1.07
Matthew G Knepley,src/dm/impls/plex/plexexodusii.c,0.66
Matthew G Knepley,src/dm/impls/plex/plexvtk.c,2.36
Matthew G Knepley,src/snes/examples/tutorials/output/ex5_1.out,3.71
Matthew G Knepley,src/snes/examples/tutorials/output/ex5_2.out,3.59
Matthew G Knepley,src/snes/examples/tutorials/output/ex5_3.out,13.28
Matthew G Knepley,src/snes/examples/tutorials/output/ex48_2.out,2.46
Matthew G Knepley,src/snes/examples/tutorials/output/ex18_1.out,3.88
Matthew G Knepley,src/snes/examples/tutorials/output/ex19_14.out,0.89
Matthew G Knepley,src/snes/examples/tutorials/output/ex2_1.out,0.5
Matthew G Knepley,src/snes/examples/tests/makefile,1.0
Matthew G Knepley,src/snes/examples/tutorials/ex31.c,0.17
Matthew G Knepley,src/snes/examples/tutorials/ex56.c,1.69
Matthew G Knepley,src/dm/ao/examples/tests/makefile,12.16
Matthew G Knepley,src/dm/impls/plex/examples/tests/output/ex1_2.out,0.32
Matthew G Knepley,src/dm/impls/plex/examples/tests/output/ex1_3.out,16.22
Matthew G Knepley,src/dm/impls/plex/examples/tests/output/ex1_4.out,17.04
Matthew G Knepley,src/dm/impls/plex/examples/tests/output/ex1_5.out,0.63
Matthew G Knepley,src/dm/impls/plex/examples/tests/output/ex1_8.out,0.61
Matthew G Knepley,src/dm/impls/plex/examples/tests/output/ex5_6.out,0.8
Matthew G Knepley,src/sys/objects/init.c,0.97
Matthew G Knepley,src/dm/impls/patch/patch.c,1.85
Matthew G Knepley,src/dm/impls/plex/plexvtu.c,0.87
Matthew G Knepley,src/dm/impls/plex/examples/tests/ex1.c,1.3
Matthew G Knepley,src/ksp/ksp/impls/cg/pipecg/pipecg.c,0.8
Matthew G Knepley,src/sys/classes/viewer/interface/viewreg.c,1.67
Matthew G Knepley,include/petscctable.h,2.0
Matthew G Knepley,src/dm/impls/complex/plexvtu.c,0.95
Matthew G Knepley,src/mat/coarsen/impls/hem/hem.c,2.51
Matthew G Knepley,src/sys/threadcomm/interface/threadcomm.c,1.64
Matthew G Knepley,include/petsclog.h,0.58
Matthew G Knepley,src/dm/impls/complex/complexlabel.c,0.41
Matthew G Knepley,src/snes/examples/tutorials/ex22.c,1.75
Matthew G Knepley,src/ts/examples/tutorials/output/ex11_2.out,0.86
Matthew G Knepley,src/ksp/ksp/impls/gmres/agmres/agmres.c,0.89
Jose Roman,bin/matlab/classes/PetscDMDACreate2d.m,1.12
Jose Roman,bin/matlab/classes/PetscTS.m,0.76
Jose Roman,bin/matlab/classes/examples/tutorials/exKSPDM.m,0.91
Jose Roman,bin/matlab/classes/examples/tutorials/exSNES.m,0.67
Jose Roman,bin/matlab/classes/examples/tutorials/exSNES_DVI.m,0.8
Jose Roman,bin/matlab/classes/PetscInitialize.m,0.85
Jose Roman,bin/matlab/classes/PetscDM.m,0.94
Jose Roman,bin/matlab/classes/examples/tutorials/exSNES_DVI2.m,0.8
Jose Roman,bin/matlab/classes/matlabheader.h,0.83
Jose Roman,config/PETSc/packages/Chaco.py,0.8
Jose Roman,include/petscblaslapack_caps.h,1.0
Jose Roman,include/petscblaslapack_stdcall.h,6.55
Jose Roman,src/mat/partition/impls/chaco/chaco.c,34.47
Jose Roman,include/petscmat.h,0.83
Jose Roman,src/mat/partition/impls/makefile,0.91
Jungho Lee,src/ksp/pc/impls/fieldsplit/fieldsplit.c,2.43
Jungho Lee,include/petscpc.h,0.98
Jungho Lee,src/ksp/ksp/examples/tests/makefile,2.0
Jungho Lee,src/mat/matfd/fdmatrix.c,0.46
Jungho Lee,src/ts/examples/tutorials/phasefield/biharmonictest.m,1.95
Jungho Lee,src/ts/examples/tutorials/phasefield/biharmonic.c,8.74
Jungho Lee,src/sys/draw/impls/x/xops.c,0.97
Jungho Lee,include/petscsnes.h,0.6
Jungho Lee,src/ksp/pc/impls/mg/mg.c,1.45
Chetan Jhurani,include/petsccusp.h,0.09
Chetan Jhurani,src/snes/examples/tutorials/ex47cu.cu,2.0
John Fettig,src/ksp/ksp/impls/bcgsl/bcgsl.c,2.86
John Fettig,src/ksp/ksp/impls/bcgsl/bcgslimpl.h,0.76
Mark F. Adams,src/ksp/ksp/examples/tutorials/ex56.c,1.89
Mark F. Adams,include/petsc-private/matimpl.h,0.94
Mark F. Adams,src/ksp/ksp/examples/tutorials/ex54f.F,0.99
Mark F. Adams,src/dm/impls/mesh/meshcreate.c,1.05
Mark F. Adams,src/ksp/pc/impls/gamg/sa.c,7.76
Mark F. Adams,src/ksp/pc/impls/gamg/createProlongation.c,2.86
Tim Tautges,conf/test,0.97
Tim Tautges,src/dm/impls/moab/examples/makefile,1.52
Tim Tautges,src/ts/examples/tutorials/makefile,1.93
Tim Tautges,src/vec/vec/impls/makefile,0.93
Tim Tautges,src/dm/impls/makefile,0.96
Glenn Hammond,src/dm/da/utils/fdda.c,1.55
Glenn Hammond,src/dm/da/utils/mhyp.c,0.65
Glenn Hammond,src/ksp/pc/impls/hypre/hypre.c,0.71
Glenn Hammond,src/dm/mesh/impls/cartesian/makefile,0.58
Glenn Hammond,src/dm/mesh/makefile,1.98
Brad Aagaard,src/ksp/pc/impls/ml/ml.c,3.0
Brad Aagaard,include/sieve/ALE_exception.hh,1.19
Brad Aagaard,include/sieve/Selection.hh,1.0
Brad Aagaard,src/dm/da/src/da.c,0.98
Sean Farley,src/docs/website/documentation/installation.html,13.15
Sean Farley,config/PETSc/packages/MUMPS.py,1.88
Sean Farley,src/sys/examples/tests/makefile,2.72
Sean Farley,src/sys/makefile,0.97
Sean Farley,src/ts/examples/tutorials/makefile,1.74
Sean Farley,src/ts/impls/implicit/sundials/sundials.c,2.76
Sean Farley,src/ts/examples/tutorials/ex12.c,1.81
Sean Farley,src/ts/examples/tutorials/ex11.c,1.81
Sean Farley,src/docs/website/index.html,1.44
Sean Farley,src/docs/website/miscellaneous/index.html,3.19
Sean Farley,src/docs/website/documentation/faq.html,2.41
Sean Farley,src/docs/website/miscellaneous/mailing-lists.html,4.59
Sean Farley,src/docs/website/developers/index.html,24.48
Sean Farley,src/docs/website/developers/projects.html,5.77
Sean Farley,src/docs/website/documentation/ams.html,8.47
Sean Farley,src/docs/website/documentation/bugreporting.html,4.43
Sean Farley,src/docs/website/documentation/changes/212.html,0.62
Sean Farley,src/docs/website/documentation/changes/213.html,0.89
Sean Farley,src/docs/website/documentation/changes/215.html,0.94
Sean Farley,src/docs/website/documentation/changes/216.html,16.11
Sean Farley,src/docs/website/documentation/changes/220.html,7.55
Sean Farley,src/docs/website/documentation/changes/221.html,10.91
Sean Farley,src/docs/website/documentation/changes/230.html,18.43
Sean Farley,src/docs/website/documentation/changes/231.html,19.17
Sean Farley,src/docs/website/documentation/changes/232.html,9.41
Sean Farley,src/docs/website/documentation/changes/233.html,12.72
Sean Farley,src/docs/website/documentation/changes/300.html,15.82
Sean Farley,src/docs/website/documentation/changes/31.html,14.49
Sean Farley,src/docs/website/documentation/changes/32.html,2.25
Sean Farley,src/docs/website/documentation/changes/dev.html,2.1
Sean Farley,src/docs/website/documentation/changes/index.html,2.26
Sean Farley,src/docs/website/documentation/codemanagement.html,11.17
Sean Farley,src/docs/website/documentation/copyright.html,1.41
Sean Farley,src/docs/website/documentation/index.html,6.21
Sean Farley,src/docs/website/documentation/linearsolvertable.html,2.29
Sean Farley,src/docs/website/documentation/referencing.html,3.11
Sean Farley,src/docs/website/documentation/tutorials/index.html,9.52
Sean Farley,src/docs/website/download/petsc-patches.html,0.99
Sean Farley,src/docs/website/features/details.html,1.47
Sean Farley,src/docs/website/features/diagram.html,0.87
Sean Farley,src/docs/website/features/gpus.html,4.15
Sean Farley,src/docs/website/features/index.html,2.52
Sean Farley,src/docs/website/features/threads.html,1.45
Sean Farley,src/docs/website/miscellaneous/acknwldg.html,5.02
Sean Farley,src/docs/website/miscellaneous/external.html,8.28
Sean Farley,src/docs/website/miscellaneous/funding.html,4.7
Sean Farley,src/docs/website/miscellaneous/petscthreads.html,2.23
Sean Farley,src/docs/website/publications/index.html,11.29
Sean Farley,src/docs/website/publications/prizes.html,10.93
Sean Farley,src/mat/impls/aij/mpi/mpimatmatmult.c,0.94
Xuan Zhou,src/mat/examples/tests/ex168.c,4.76
Xuan Zhou,config/PETSc/utilities/languages.py,0.94
Xuan Zhou,src/mat/examples/tests/output/ex145.out,0.75
Xuan Zhou,src/mat/examples/tests/ex38.c,0.71
Xuan Zhou,src/mat/examples/tests/makefile,0.92
Xuan Zhou,src/ksp/ksp/examples/tests/makefile,0.94
Stefan M. Wild,docs/tex/manual/part2.tex,27.68
Stefan M. Wild,docs/tex/manual/addsolver.tex,0.75
Stefan M. Wild,docs/tex/manual/changes.tex,1.81
Stefan M. Wild,docs/tex/manual/part1.tex,1.0
Stefan M. Wild,docs/tex/manual/part0.tex,1.0
Stefan M. Wild,docs/tex/manual/abstract.tex,1.0
petsc,python/PETSc/utilities/getResidentSetSize.py,3.45
petsc,src/ts/examples/tests/ex1f.F,6.76
petsc,bmake/predefined/linux64/packages,0.83
petsc,bmake/predefined/linux64/petscconf.h,2.34
petsc,bmake/predefined/linux_pgi/packages,0.22
petsc,bmake/predefined/linux_alpha/packages,0.9
petsc,bmake/predefined/linux_alpha/petscconf.h,2.7
petsc,src/docs/tex/manual/part2.tex,1.84
petsc,config/solaris2.9.py,0.96
petsc,maint/buildtests/freebsd5.1,0.83
petsc,bmake/linux_jazz_intel/packages,0.94
petsc,src/contrib/fun3d/flow.c,1.9
petsc,src/contrib/fun3d/userJac.F,4.53
petsc,src/fortran/kernels/fsolvebaij.F,1.75
petsc,src/fortran/kernels/makefile,1.83
petsc,src/benchmarks/PetscVecNorm.c,2.86
xavier lacoste,config/PETSc/packages/PTScotch.py,5.44
xavier lacoste,config/PETSc/packages/PaStiX.py,10.73
ecoon,bin/pythonscripts/PetscBinaryIO.py,3.72
mahadevan,src/vec/vec/examples/tests/makefile,0.91
Victor Minden,src/snes/examples/tutorials/ex47cu.cu,2.64
Victor Minden,src/ksp/pc/impls/sacusp/makefile,1.75
Victor Minden,src/ksp/pc/interface/pcregis.c,2.81
Victor Minden,src/dm/ao/impls/basic/aobasic.c,0.94
Victor Minden,src/dm/ao/impls/mapping/aomapping.c,0.94
Victor Minden,src/ksp/pc/impls/bicgstabcusp/bicgstabcusp.cu,0.95
Victor Minden,src/ksp/pc/impls/makefile,0.97
Victor Minden,src/ksp/pc/impls/sacusp/sacusp.cu,10.0
Victor Minden,config/examples/arch-cuda.py,0.71
Victor Minden,include/private/vecimpl.h,2.4
Victor Minden,src/vec/vec/utils/vpscat.h,2.0
Victor Minden,src/ksp/ksp/impls/rich/rich.c,1.5
Victor Minden,src/dm/da/utils/sliced.c,0.94
Victor Minden,src/mat/impls/aij/mpi/makefile,0.94
Victor Minden,conf/rules,2.84
Victor Minden,config/examples/arch-cuda-double.py,0.8
Victor Minden,src/docs/website/documentation/zope.html,5.98
Victor Minden,src/ksp/ksp/interface/itcl.c,0.89
Victor Minden,src/mat/impls/dense/mpi/mpidense.c,0.99
Victor Minden,src/mat/impls/dense/seq/dense.c,1.61
Victor Minden,src/mat/impls/sbaij/mpi/mpisbaij.c,0.07
Victor Minden,src/mat/impls/aij/seq/makefile,0.96
Victor Minden,src/vec/vec/impls/seq/bvec1.c,1.78
Victor Minden,src/vec/vec/impls/seq/makefile,0.87
Victor Minden,config/builder.py,0.93
Victor Minden,src/mat/examples/tests/ex131.c,0.85
Victor Minden,conf/variables,0.87
Victor Minden,src/ts/impls/implicit/gl/gladapt.c,1.69
Victor Minden,src/vec/vec/impls/mpi/pvec2.c,0.71
Victor Minden,src/vec/vec/impls/mpi/pdvec.c,0.71
adams,src/ksp/pc/impls/gamg/createProlongation.c,0.93
Evan Gawlik,src/pde_constrained/impls/lcl/lcl.c,17.74
Evan Gawlik,src/pde_constrained/impls/sqpcon/sqpcon.c,10.9
Evan Gawlik,tests/esqp/makefile,0.86
Evan Gawlik,include/private/taosolver_impl.h,0.98
Evan Gawlik,include/taosolver.h,2.82
Evan Gawlik,src/interface/taosolver_hj.c,2.9
Evan Gawlik,src/matrix/lmvmmat.c,0.98
Ethan Coon,src/sys/bag/bag.c,10.41
Ethan Coon,src/dm/impls/da/da3.c,6.18
Ethan Coon,src/dm/impls/da/da1.c,4.35
Ethan Coon,src/dm/impls/da/da2.c,5.95
Ethan Coon,include/finclude/petscdm.h,0.41
Ethan Coon,include/petscdm.h,6.59
Ethan Coon,include/private/daimpl.h,0.86
Ethan Coon,src/characteristic/examples/tutorials/ex1.c,0.5
Ethan Coon,src/characteristic/examples/tutorials/ex2.c,0.5
Ethan Coon,src/characteristic/examples/tutorials/ex4.c,0.5
Ethan Coon,src/characteristic/impls/da/slda.c,0.5
Ethan Coon,src/characteristic/interface/characteristic.c,1.0
Ethan Coon,src/contrib/blopex/driver/driver.c,2.69
Ethan Coon,src/contrib/helmholtz_2/ex12.c,0.79
